"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1903080014502846655","Fri Mar 21 13:43:27 +0000 2025","9433","Bandung hari ini we will not back down #TolakRevisiUUTNI #IndonesiaGelap https://t.co/eghn54O1uw","1903080014502846655","https://pbs.twimg.com/media/GmkZCqHaEAIFzqW.jpg","","en","","25","166","3158","https://x.com/_whitedukeX/status/1903080014502846655","166900807","_whitedukeX"
"1902916817905193124","Fri Mar 21 02:54:58 +0000 2025","48404","Yuk kpopers mulai fokus lagi #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI https://t.co/QZXj7rnfJH","1902916817905193124","https://pbs.twimg.com/media/GmiEwhlaEAAn3fb.jpg","","in","I miss Jaehyun","252","3125","17679","https://x.com/peachymgvrs/status/1902916817905193124","1212223160931586048","peachymgvrs"
"1904437959304356094","Tue Mar 25 07:39:26 +0000 2025","8803","WOY SADAR CEPET NAIKINLAGI! HT NYA NURUN BANGET. JANGAN BERHENTI! JUJUR GUE MAHASISWA FAKULTAS HUKUM MALUPEMERINTAHAN NEGARA SENDIRI KACAU GAK ADA ABISNYA. ‼️HELP RT LIKE AND REPLY‼️ #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI https://t.co/pBYwbxgGLK","1904437959304356094","https://pbs.twimg.com/media/Gm3sOLGbwAAURHL.jpg","","in","she/her | 05L","98","1033","8649","https://x.com/valdacimolnrvt/status/1904437959304356094","1889726264988360704","valdacimolnrvt"
"1904468937011785740","Tue Mar 25 09:42:32 +0000 2025","4139"," we are exhauted by violence. Munir Said Thalib an Indonesian human rights activist one of the many whose lives were taken by the hands of power. #TolakUUTNI #TolakRevisiUUTNI #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksan #IndonesiaGelap #ArtistBersuara https://t.co/l2lCbOxZuz","1904468937011785740","https://pbs.twimg.com/media/Gm4IZ4rbQAA5fOs.jpg","","en","","13","201","2671","https://x.com/yua_aTJ/status/1904468937011785740","1550751182380863488","yua_aTJ"
"1904520880245616841","Tue Mar 25 13:08:56 +0000 2025","2132","TEMAN-TEMAN SEMUA AYO KITA GENCARKAN LAGI NAIKIN HT NYA! RUBAH HT NYA DARI RUU TNI ke UU TNI YAA! SEMANGAT!!!!! #GagalkanUUTNI #CabutUUTNI #TolakUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksaan https://t.co/wqvhN1Av53","1904520880245616841","https://pbs.twimg.com/media/Gm43hHzbkAAWz5k.jpg","","in","Nanti aku shareloc aja","36","575","2201","https://x.com/jaIjinesoyomodu/status/1904520880245616841","2496102402","jaIjinesoyomodu"
"1903110843447058439","Fri Mar 21 15:45:57 +0000 2025","374","Teror Gaya Orba Mulai Diterapkan? #IndonesiaGelap Kepala Manusia Kepala Babi https://t.co/AJIZmOIJOJ","1903110843447058439","https://pbs.twimg.com/media/Gmk0-xDaIAAlcVo.jpg","","in","","2","9","182","https://x.com/MurtadhaOne1/status/1903110843447058439","1178950184601935873","MurtadhaOne1"
"1904529136158445593","Tue Mar 25 13:41:45 +0000 2025","51","Harapan gw terakhir pada PDIP Ternyata sama aja Semua nggak ada yg bisa di harapkan Rakyat Bela Rakyat itu jalan terakhir #IndonesiaGelap https://t.co/lIXLQcTxeY","1904529136158445593","https://pbs.twimg.com/media/Gm4_J_VbAAAIoPc.jpg","","in","","1","11","18","https://x.com/HabiebBass/status/1904529136158445593","941987865482768386","HabiebBass"
"1904159819344592929","Mon Mar 24 13:14:13 +0000 2025","1458","UNTUK YANG MENGATAKAN DEMO KARENA FOMO BACA INI BAIK-BAIK SEJAK ERA JOKOWI MASYARAKAT SELALU DIKERJAIN DENGAN UU YANG TERLIHAT PRO RAKYAT. #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiABRI #TolakRUUPolri #IndonesiaGelapJilid2 #PeringatanDarurat #IndonesiaGelap https://t.co/qTybP2Hk9W","1904159819344592929","https://pbs.twimg.com/media/GmzunwOaUAAskoi.jpg","","in","","9","43","1185","https://x.com/sultonafkhar/status/1904159819344592929","1264496480","sultonafkhar"
"1903283743244292574","Sat Mar 22 03:13:00 +0000 2025","8462","saran aja nih kalian yg pada naikin ht #TolakRUUTNI #TolakRevisiUUTNI #IndonesiaGelap #TolakDwifungsiABRI tolong sekalian masukin konteksnya ya guys biar orang2 pada paham i mean bisa jelasin problemnya apa qrt dari tweet yg sumbernya valid atau masukin foto cthnya kaya gini https://t.co/7hVi8tBaBf","1903283743244292574","https://pbs.twimg.com/media/Gmmo4sbbUAAhQU8.jpg","","in","","267","285","7656","https://x.com/jjeongjaehyunj/status/1903283743244292574","482798200","jjeongjaehyunj"
"1902458003946926333","Wed Mar 19 20:31:48 +0000 2025","13080","Seneng banget nyamperin dan ngusir ngusir kami Pak padahal ini rumah kami. Gak boleh ya kita jagain disaat yang kita kasih kepercayaan untuk jaga malah ngerusak rumah yang kami percayakan? #TolakRUUTNI #TolakRevisiUUTNI #IndonesiaGelapJilid2 #IndonesiaGelap https://t.co/SW9J4d4fXZ","1902458003946926333","https://pbs.twimg.com/media/GmbjX82a8AAmY0i.jpg","","in","She/Her","52","112","5586","https://x.com/nakaharadz/status/1902458003946926333","1555329492662398976","nakaharadz"
"1903838386869436602","Sun Mar 23 15:56:57 +0000 2025","1487","Najis... Najis... Najis... Harga diri kalian seharga recehan aparat bajingan! #JanganBungkamSastra #TolakRUUTNI #TolakDwifungsiABRI #TolakRUUPolri #IndonesiaGelap #KembalikanTNIkeBarak https://t.co/gyxBIcikaN","1903838386869436602","https://pbs.twimg.com/media/GmvK6lfbIAAi6nj.png","","in","","7","77","977","https://x.com/holocenae/status/1903838386869436602","737201146729762818","holocenae"
"1903424019937792172","Sat Mar 22 12:30:24 +0000 2025","11969","kenapa kita perempuan harus menolak RUU TNI? karna kita bakal banyak dirugikan entah dibun*h kasus kekerasan ataupun dilecehkan. MARI MEMBACA INI #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan https://t.co/WXZru0ol4V","1903424019937792172","https://pbs.twimg.com/media/GmpSDUGa0AE6-MC.jpg","","in","방탄소년단","145","1285","10433","https://x.com/happywithV2/status/1903424019937792172","1664584465329582080","happywithV2"
"1903410075139817624","Sat Mar 22 11:35:00 +0000 2025","42744","hancur kau gedung pantat #tolakRUUTNI #IndonesiaGelap https://t.co/VYWqNcU6yL","1903410075139817624","https://pbs.twimg.com/media/GmpFXk7aoAANQ-Q.jpg","","in","ID/EN","819","307","15462","https://x.com/miisuboru/status/1903410075139817624","1741392297772883968","miisuboru"
"1904167036214985034","Mon Mar 24 13:42:53 +0000 2025","4997","WE BARK AND WE BITE #ArtistBersuara #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksaan #KembalikanTNIkeBarak https://t.co/J0ayscdC1H","1904167036214985034","https://pbs.twimg.com/media/Gmz1wMEbgAAcpDu.jpg","","en","Bojayna, Floptropica","21","202","2763","https://x.com/cilokmediumrare/status/1904167036214985034","1280319098308575232","cilokmediumrare"
"1903045042681627122","Fri Mar 21 11:24:29 +0000 2025","16817","FUCK POLICE #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan https://t.co/7a9q7utDZg","1903045042681627122","https://pbs.twimg.com/amplify_video_thumb/1903044973743968257/img/XcGfQRE-0P58DMHH.jpg","","en","GF","81","1252","7212","https://x.com/geemiily/status/1903045042681627122","1399153200779853830","geemiily"
"1903867430319132824","Sun Mar 23 17:52:22 +0000 2025","1711","Indonesians call for international pressure as our government police use excessive force against protesters! IT'S POLICE BRUTALITY. IT'S ABUSE OF POWER! #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri @MailOnline @guardian @CBCAlerts @CBCAlerts ++ https://t.co/U7BDoHIQkD","1903867430319132824","https://pbs.twimg.com/ext_tw_video_thumb/1903867405765689344/pu/img/JUEg_AYbPVHHf1o9.jpg","","en","previously: writtenpov.","20","91","781","https://x.com/imagerism/status/1903867430319132824","1384213516047974403","imagerism"
"1903321617049993469","Sat Mar 22 05:43:30 +0000 2025","9060","mereka bukan teman kita #ArtistBersuara #TolakRUUTNI #TolakRUUPolri #IndonesiaGelap #TolakDwifungsiABRI https://t.co/0768y2RA5t","1903321617049993469","https://pbs.twimg.com/media/Gmn06eWasAAmNvk.jpg","","in","","37","538","4859","https://x.com/paspartmclovin/status/1903321617049993469","1404072057424334851","paspartmclovin"
"1904579920015360181","Tue Mar 25 17:03:32 +0000 2025","4205","𝙍𝙄𝘿𝙀𝙍 𝙋𝙐𝙉𝘾𝙃 𝙁𝘼𝙎𝘾𝙄𝙎𝙏𝙎!!! [𝘏𝘶𝘮𝘢𝘯 𝘭𝘪𝘧𝘦 𝘪𝘴 𝘮𝘰𝘳𝘦 𝘪𝘮𝘱𝘰𝘳𝘵𝘢𝘯𝘵 𝘵𝘩𝘢𝘯 𝘦𝘷𝘦𝘯 𝘱𝘦𝘢𝘤𝘦 𝘰𝘳 𝘫𝘶𝘴𝘵𝘪𝘤𝘦 ] 𝘛𝘢𝘬𝘦𝘴𝘩𝘪 𝘏𝘰𝘯𝘨𝘰 #TolakRUUTNI #TolakRUUPolri #TolakDwifungsiABRI #CabutUUTNI #PeringatanDarurat #IndonesiaGelap https://t.co/o7ynAAvWUp","1904579920015360181","https://pbs.twimg.com/media/Gm5tVf8aIAAFpTs.jpg","","en","","20","29","1428","https://x.com/Kuwagattai/status/1904579920015360181","1759027468114255872","Kuwagattai"
"1902981826324635656","Fri Mar 21 07:13:17 +0000 2025","35954","GUYS AYO BERISIK SEBELUM KEBIJAKAN INTERNET &amp; SOSMED KITA DI BATASI! INI ADA DI RUU AYO PLIS BERISIK! THIS IS OUR LAST CHANCE FIGHT LIKE THIS OUR LAST DAY! #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan https://t.co/v6QYfRLe66","1902981826324635656","https://pbs.twimg.com/media/Gmi_4hVaEAIlS1_.png","","in","heartlypoet","859","3695","30896","https://x.com/crankykay/status/1902981826324635656","1873689147074068480","crankykay"
"1903647678510346603","Sun Mar 23 03:19:09 +0000 2025","32687","diatas gila masih ada Annisa. Nama : Annisa Maharani Alzahra Mahesa Jabatan : Anggota DPR Prestasi : cum three times in a row hs with boyfriend (ramadhan skip) #TolakRevisiUUTNI #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri https://t.co/7ckCoIESLj","1903647678510346603","https://pbs.twimg.com/media/GmsddDqbEAA13cC.jpg","","in","lo/ve ","542","176","5144","https://x.com/kayleleea/status/1903647678510346603","1811612227109343232","kayleleea"
"1904205863914745886","Mon Mar 24 16:17:11 +0000 2025","454","guys jangan sampe negara ini jadi kaya Myanmar. cr : sepulang sekolah #GagalkanUUTNI #CabutUUTNI #TolakUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksan #MakzulkanPrabowoGibran https://t.co/nfRgU6f5rQ","1904205863914745886","https://pbs.twimg.com/ext_tw_video_thumb/1904205702559858688/pu/img/QhIB9-Wd_m7k1Jof.jpg","","in","🌏","7","68","266","https://x.com/thingkrbell/status/1904205863914745886","1000709696045572099","thingkrbell"
"1903476045669659102","Sat Mar 22 15:57:08 +0000 2025","4124","JANGAN LUPA RUU POLRI SAMA RUU KEJAKSAAN GESSSS (yg kejaksaan blm nemu bahasa bayiknya) #GagalkanRUUTNI #CabutRUUTNI #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan #SupremasiSipil https://t.co/9ADL4PaYBx","1903476045669659102","https://pbs.twimg.com/media/GmqBX5SakAA7qnD.png","","in","","84","633","3531","https://x.com/listlessspirit/status/1903476045669659102","1659037340336283649","listlessspirit"
"1902719708748800320","Thu Mar 20 13:51:44 +0000 2025","13649","my country is in a dangerous situation when military officials are now be able to have double positions both in government and military and now civilians are tortured. pray for Indonesia. #IndonesiaGelap #TolakRevisiUUTNI #TolakUUTNI https://t.co/V6VvqVPg7K","1902719708748800320","https://pbs.twimg.com/amplify_video_thumb/1902660140115087360/img/6UnuYBlHT-IaaM4J.jpg","","en","#AlwaysWithILLIT","52","474","6920","https://x.com/parkistp/status/1902719708748800320","1680769480635592704","parkistp"
"1902753855479353446","Thu Mar 20 16:07:25 +0000 2025","11478","Alvin aja speak up dan bantu jelasin ke masyarakat pelawak gini otak sama empatinya masih ada kalau seleb tiktok lu itu masih penyepong omke ga omke gas berarti otak lu di pantat sih kata gua. #TolakRUUTNI #TolakRevisiUUTNI #IndonesiaGelap https://t.co/mNTLr4krHu","1902753855479353446","https://pbs.twimg.com/media/GmfwjEmbwAEzXr_.jpg","","in","Olympus, pansexual. Dnfwc.","47","121","2700","https://x.com/kbacklight/status/1902753855479353446","1519374452819390465","kbacklight"
"1904153101625639053","Mon Mar 24 12:47:31 +0000 2025","214","plot twist cucu nya sendiri yang mengesahkan:) #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUPolri #TolakRUUKejaksaan #SupremasiSipil https://t.co/qbCmB2YpUE","1904153101625639053","https://pbs.twimg.com/amplify_video_thumb/1904153032574824448/img/lu4G6sAL6JvJxrtW.jpg","","in","방탄소년단","5","49","187","https://x.com/happywithV2/status/1904153101625639053","1664584465329582080","happywithV2"
"1903751552847781962","Sun Mar 23 10:11:54 +0000 2025","2192","Aksi massa malang hari ini. Lawan! #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan https://t.co/nYBgGz3BR3","1903751552847781962","https://pbs.twimg.com/media/Gmt77jbaAAAz8ny.jpg","","in","shasha's arms","21","207","985","https://x.com/jokowimati/status/1903751552847781962","1694980083805798400","jokowimati"
"1902660215843238060","Thu Mar 20 09:55:19 +0000 2025","51062","IF WE BURN YOU BURN WITH US!!!!! #IndonesiaGelap #GAGALKANUUTNI #TolakRUUTNI https://t.co/L1u7UgHoIF","1902660215843238060","https://pbs.twimg.com/amplify_video_thumb/1902660140115087360/img/6UnuYBlHT-IaaM4J.jpg","","en","She/Her","333","430","20318","https://x.com/nakaharadz/status/1902660215843238060","1555329492662398976","nakaharadz"
"1903379384032985428","Sat Mar 22 09:33:02 +0000 2025","9766","CHAOS banget. Apa kabar INDONESIA? Sudah GILA. #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan https://t.co/oR1zasp3GX","1903379384032985428","https://pbs.twimg.com/ext_tw_video_thumb/1903379319017308160/pu/img/MJzc7EKLLslqMLZS.jpg","","in","Book of Life","102","1026","4693","https://x.com/robinszon/status/1903379384032985428","1453977662","robinszon"
"1904211085621973057","Mon Mar 24 16:37:56 +0000 2025","685","btw ges aku ada versi 9:16 nya klo ad yg mw pake buat post di sg atau sw boleh bgtt. keep spreading awareness guys #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiTNI #IndonesiaGelap #PeringatanDarurat #ArtistBersuara https://t.co/BmV8p6MXfq","1904211085621973057","https://pbs.twimg.com/media/Gm0d4_LbMAA3EcY.jpg","","in","she","4","56","492","https://x.com/zaltcarramel/status/1904211085621973057","1393921907821404165","zaltcarramel"
"1904826181419147266","Wed Mar 26 09:22:06 +0000 2025","48"," Kalau satu pintu sudah dibuka jangan pernah berpikir mereka tidak akan membuka paksa pintu berikutnya ___________ Tapi saya fokus pada tulisan ; JADI PAHAM HARUS NGAPAIN . . Cenasuwok ! #TolakUUTNI #IndonesiaGelap https://t.co/C4VFHpzOSG","1904826181419147266","https://pbs.twimg.com/media/Gm9NUTxaAAAiZ-B.jpg","","in","Wherever you're not lookin'","2","11","25","https://x.com/__AnakKolong/status/1904826181419147266","1159689173340585984","__AnakKolong"
"1904410411887415369","Tue Mar 25 05:49:59 +0000 2025","1153","Blood // Darah Mau ngancem eh malah nge-spill diri sendiri #GagalkanRUUTNI #CabutRUUTNI #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan #SupremasiSipil https://t.co/CRfkqesNLB","1904410411887415369","https://pbs.twimg.com/media/Gm3TLP-bMAA_tdy.jpg","","in","Depok, Indonesia","12","143","832","https://x.com/MiloHidup/status/1904410411887415369","1130724545172631552","MiloHidup"
"1903098188531372429","Fri Mar 21 14:55:40 +0000 2025","3579","Maaf banget ini bukan seventeen atau carat thingy but please reply this tweet with hashtags Jangan biarin hashtag nya turun! KAWAL TERUS SAMPAI MENANG! #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan https://t.co/MrZYgkzKTz","1903098188531372429","https://pbs.twimg.com/media/GmkpsCxbEAAxjzP.jpg","","in","Nanti aku shareloc aja","39","834","2775","https://x.com/jaIjinesoyomodu/status/1903098188531372429","2496102402","jaIjinesoyomodu"
"1903390730359591198","Sat Mar 22 10:18:08 +0000 2025","1278","Kantor tempo diteror lagi dgn kiriman bangkai tikus.. Kebebasan pers terancam. Orba is real. Orba is here~ #TolakRevisiUUTNI #IndonesiaGelap https://t.co/lRIdFUEzkz","1903390730359591198","https://pbs.twimg.com/media/GmozxK9awAAwHXR.jpg","","in","FREE PALESTINE","73","1","649","https://x.com/fiwilbifri/status/1903390730359591198","200480249","fiwilbifri"
"1903314123951403217","Sat Mar 22 05:13:43 +0000 2025","22827","UP LAGI TEMBUSIN SATU JUTA POST!!!!!!! JANGAN KASI TURUN!!! #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil https://t.co/gjfK3QUIIb","1903314123951403217","https://pbs.twimg.com/media/GmnuFT3aEAINu6i.jpg","","in","in chris heart","158","1859","16669","https://x.com/chrisswifes/status/1903314123951403217","1336061294919647233","chrisswifes"
"1903775549782388831","Sun Mar 23 11:47:16 +0000 2025","10291","di Indonesia kita menyuarakan keadilan malah diteror diculik &amp; diserang Tapi jangan takut bersuara karena kita ada di jalan yang benar!🇮🇩 #GagalkanRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiABRI #TolakRUUPolri #ArtistBersuara https://t.co/sgYVe94zef","1903775549782388831","https://pbs.twimg.com/media/GmuRxLZa4AA3V6F.jpg","","in","L","69","1064","7479","https://x.com/F0N4UR/status/1903775549782388831","1641968947737296896","F0N4UR"
"1904113727655588294","Mon Mar 24 10:11:04 +0000 2025","621","Pantang generasi ini bungkam. #TolakRUUTNI #CabutUUTNI #PeringatanDarurat #IndonesiaGelap #IndonesiaMasihGelap #TolakDwifungsiABRI #HentikanKembalinyaOrdeBaru #JanganBungkamSastra #KembalikanTNIkeBarak #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksan #MakzulkanPrabowoGibran https://t.co/ypP6NN6x3n","1904113727655588294","https://pbs.twimg.com/media/GmzFVc1aAAAsS9q.jpg","","in","bear fléurie.","7","88","477","https://x.com/drenchphile/status/1904113727655588294","1304939302715969537","drenchphile"
